task,seed,fold,method,rank,feature,dataset,selected
motif_cd8_tumor_contact,1,2,shap,3,density::tissue_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,4,point-pattern::T cell_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,5,composition::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,6,point-pattern::T & B cells_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,7,point-pattern::T cell_L_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,8,density::tumor_density::Tumor (CK lo HR lo),bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,9,point-pattern::Tumor (CK+ HR hi)_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,10,point-pattern::Tumor (Hypoxic)_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,11,point-pattern::Tumor (Apoptotic)_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,12,composition::B cell,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,13,point-pattern::Tumor (CK+ HR+)_K_r50,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,14,point-pattern::Tumor (Hypoxic)_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,15,point-pattern::T cell_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,16,point-pattern::T & B cells_K_r100,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,17,density::tumor_density::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,18,point-pattern::Tumor (CK+ HR+)_K_r100,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,19,point-pattern::Macrophage_L_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,2,shap,20,point-pattern::T cell_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,1,point-pattern::T cell_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,2,density::tumor_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,3,density::tissue_density::Tumor (Myoepithelial),bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,4,density::tumor_density::Tumor (CK+ HR hi),bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,5,point-pattern::T cell_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,6,point-pattern::Tumor (CK+ HR lo)_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,7,point-pattern::Endothelial_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,8,point-pattern::Tumor (Hypoxic)_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,9,point-pattern::T & B cells_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,10,point-pattern::Stromal cells_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,11,density::tumor_density::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,12,density::tumor_density::Tumor (CK lo HR lo),bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,13,density::tissue_density::Tumor (CK+ HR lo),bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,14,point-pattern::T & B cells_K_r100,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,15,density::tumor_density::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,16,point-pattern::Tumor (CK+ HR hi)_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,17,point-pattern::Tumor (CK lo HR lo)_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,18,point-pattern::Stromal cells_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,19,point-pattern::Tumor (CK lo HR lo)_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,lasso,20,point-pattern::Endothelial_L_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,1,point-pattern::T cell_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,2,density::tissue_density::Tumor (Myoepithelial),bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,3,density::tumor_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,4,density::tumor_density::Tumor (CK lo HR lo),bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,5,point-pattern::T & B cells_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,6,point-pattern::T cell_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,7,density::tumor_density::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,8,point-pattern::Tumor (CK7+ CK hi Ecadh hi)_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,9,composition::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,10,point-pattern::Tumor (CK+ HR lo)_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,11,density::tumor_density::Tumor (CK+ HR hi),bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,12,point-pattern::T & B cells_K_r100,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,13,point-pattern::Tumor (Hypoxic)_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,14,point-pattern::Stromal cells_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,15,density::tumor_density::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,16,point-pattern::Stromal cells_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,17,point-pattern::Tumor (CK lo HR lo)_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,18,composition::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,19,density::tumor_density::Tumor (Proliferative),bc_jackson2020,True
motif_cd8_tumor_contact,1,3,shap,20,point-pattern::T cell_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,1,density::tumor_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,2,density::tumor_density::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,3,point-pattern::T cell_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,4,density::tumor_density::Tumor (CK+ HR hi),bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,5,point-pattern::T cell_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,6,density::tumor_density::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,7,point-pattern::Tumor (CK lo HR lo)_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,8,density::tumor_density::Tumor (CK7+ CK hi Ecadh hi),bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,9,point-pattern::T cell_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,10,point-pattern::Endothelial_L_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,11,point-pattern::Tumor (p53+ EGFR+)_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,12,density::tumor_area_ratio,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,13,point-pattern::Stromal cells_K_r100,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,14,point-pattern::Endothelial_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,15,point-pattern::T cell_L_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,16,point-pattern::Tumor (Apoptotic)_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,17,point-pattern::Tumor (p53+ EGFR+)_L_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,18,density::tissue_density::Tumor (Myoepithelial),bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,19,point-pattern::Tumor (Hypoxic)_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,lasso,20,point-pattern::T cell_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,1,density::tumor_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,2,point-pattern::T cell_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,3,density::tumor_density::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,4,point-pattern::T cell_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,5,density::tumor_density::Tumor (CK+ HR hi),bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,6,point-pattern::Endothelial_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,7,density::tissue_density::Tumor (Epithelial low),bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,8,point-pattern::Endothelial_L_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,9,point-pattern::T cell_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,10,density::tumor_density::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,11,density::tumor_density::Tumor (Epithelial low),bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,12,density::tumor_density::Tumor (CK7+ CK hi Ecadh hi),bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,13,density::tumor_area_ratio,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,14,point-pattern::T & B cells_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,15,point-pattern::Tumor (CK+ HR lo)_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,16,density::tissue_density::Tumor (CK+ HR+),bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,17,point-pattern::Tumor (CK lo HR lo)_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,18,point-pattern::Tumor (Apoptotic)_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,19,point-pattern::Tumor (CK+ HR hi)_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,1,4,shap,20,point-pattern::Endothelial_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,1,density::tumor_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,2,point-pattern::T cell_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,3,density::tumor_density::Tumor (CK+ HR hi),bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,4,composition::B cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,5,point-pattern::Endothelial_K_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,6,point-pattern::Stromal cells_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,7,point-pattern::Tumor (Hypoxic)_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,8,density::tumor_density::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,9,density::tumor_density::Tumor (CK lo HR lo),bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,10,point-pattern::T & B cells_K_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,11,point-pattern::Tumor (CK+ HR lo)_K_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,12,point-pattern::Tumor (Apoptotic)_L_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,13,point-pattern::Tumor (Apoptotic)_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,14,composition::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,15,point-pattern::T cell_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,16,density::tumor_density::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,17,composition::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,18,point-pattern::Tumor (CK+ HR hi)_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,19,density::tumor_area_ratio,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,lasso,20,point-pattern::Stromal cells_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,1,point-pattern::T cell_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,2,density::tumor_density::Tumor (CK lo HR lo),bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,3,density::tumor_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,4,point-pattern::Endothelial_K_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,5,point-pattern::Tumor (CK lo HR lo)_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,6,point-pattern::Tumor (CK+ HR lo)_K_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,7,point-pattern::T & B cells_K_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,8,point-pattern::T cell_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,9,composition::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,10,point-pattern::Stromal cells_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,11,point-pattern::Endothelial_L_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,12,point-pattern::Tumor (Apoptotic)_L_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,13,point-pattern::Tumor (CK lo HR lo)_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,14,composition::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,15,point-pattern::Tumor (CK lo HR lo)_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,16,density::tumor_density::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,17,density::tumor_density::Tumor (CK+ HR hi),bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,18,point-pattern::T cell_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,19,point-pattern::Endothelial_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,0,shap,20,point-pattern::Tumor (Apoptotic)_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,1,density::tumor_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,2,point-pattern::T cell_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,3,density::tumor_density::Tumor (CK+ HR hi),bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,4,point-pattern::Tumor (CK+ HR lo)_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,5,point-pattern::Tumor (CK+ HR hi)_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,6,point-pattern::T & B cells_K_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,7,point-pattern::Tumor (Hypoxic)_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,8,point-pattern::Endothelial_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,9,density::tumor_density::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,10,point-pattern::T cell_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,11,point-pattern::T & B cells_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,12,composition::B cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,13,point-pattern::Tumor (CK+ HR+)_K_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,14,density::tissue_density::Tumor (CK+ HR lo),bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,15,density::tumor_density::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,16,point-pattern::T & B cells_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,17,point-pattern::Stromal cells_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,18,point-pattern::Stromal cells_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,19,point-pattern::Tumor (CK+ HR lo)_K_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,lasso,20,point-pattern::Stromal cells_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,1,point-pattern::T cell_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,2,density::tumor_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,3,point-pattern::Tumor (CK+ HR lo)_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,4,point-pattern::T & B cells_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,5,point-pattern::T cell_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,6,point-pattern::Macrophage_L_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,7,density::tumor_density::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,8,point-pattern::T & B cells_K_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,9,point-pattern::Tumor (CK+ HR lo)_K_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,10,point-pattern::Macrophage_K_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,11,point-pattern::Tumor (Hypoxic)_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,12,density::tissue_density::Tumor (CK+ HR lo),bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,13,point-pattern::T cell_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,14,point-pattern::Tumor (CK+ HR+)_K_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,15,point-pattern::T & B cells_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,16,point-pattern::Tumor (CK+ HR hi)_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,17,density::tumor_density::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,18,point-pattern::Tumor (Myoepithelial)_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,19,point-pattern::Endothelial_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,1,shap,20,composition::B cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,1,density::tumor_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,2,density::tumor_density::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,3,point-pattern::T cell_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,4,point-pattern::Tumor (CK+ HR+)_K_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,5,composition::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,6,density::tumor_density::Tumor (CK+ HR hi),bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,7,point-pattern::T cell_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,8,point-pattern::Tumor (CK+ HR lo)_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,9,point-pattern::T cell_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,10,point-pattern::T cell_L_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,11,point-pattern::T & B cells_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,12,density::tumor_area_ratio,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,13,density::tissue_density::Tumor (p53+ EGFR+),bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,14,density::tissue_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,15,composition::Macrophage,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,16,point-pattern::T & B cells_K_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,17,point-pattern::Tumor (Apoptotic)_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,18,point-pattern::T cell_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,19,point-pattern::Endothelial_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,lasso,20,point-pattern::Tumor (CK lo HR lo)_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,1,density::tumor_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,2,point-pattern::T cell_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,3,density::tumor_density::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,4,point-pattern::Tumor (CK+ HR+)_K_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,5,composition::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,6,point-pattern::Tumor (Apoptotic)_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,7,point-pattern::Tumor (Apoptotic)_K_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,8,density::tumor_area_ratio,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,9,density::tissue_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,10,point-pattern::Endothelial_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,11,point-pattern::Tumor (CK+ HR lo)_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,12,point-pattern::T cell_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,13,point-pattern::T cell_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,14,composition::Macrophage,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,15,point-pattern::T & B cells_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,16,composition::B cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,17,density::tumor_density::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,18,density::tumor_density::Tumor (CK+ HR hi),bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,19,density::tumor_density::Macrophage,bc_jackson2020,True
motif_cd8_tumor_contact,2,2,shap,20,point-pattern::T cell_K_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,1,density::tumor_density::T cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,2,point-pattern::T cell_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,3,density::tumor_density::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,4,density::tumor_density::Endothelial,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,5,density::tumor_density::Tumor (CK+ HR hi),bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,6,point-pattern::T cell_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,7,composition::B cell,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,8,point-pattern::Endothelial_K_r200,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,9,point-pattern::Stromal cells_L_r10,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,10,composition::Stromal cells,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,11,point-pattern::T & B cells_L_r20,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,12,point-pattern::Tumor (CK+ HR lo)_L_r50,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,13,point-pattern::Stromal cells_L_r100,bc_jackson2020,True
motif_cd8_tumor_contact,2,3,lasso,14,density::tumor_area_ratio,bc_jackson2020,True
